2, 20000000, 2, 1.42, 1.61, 1.24
2, 20000000, 2, 1.41, 1.59, 1.23
2, 20000000, 2, 1.42, 1.57, 1.27
2, 40000000, 2, 2.84, 3.30, 2.36
2, 40000000, 2, 2.85, 3.31, 2.38
2, 40000000, 2, 2.84, 3.12, 2.55
2, 80000000, 2, 5.69, 6.28, 5.05
2, 80000000, 2, 5.66, 6.16, 5.13
2, 80000000, 2, 5.67, 6.25, 5.07
2, 160000000, 2, 11.33, 12.68, 9.94
2, 160000000, 2, 11.42, 12.44, 10.35
2, 160000000, 2, 23.85, 26.15, 19.81
2, 20000000, 4, 24.00, 18.31, 27.39
2, 20000000, 4, 23.73, 18.02, 28.66
2, 20000000, 4, 23.74, 18.05, 27.87
2, 40000000, 4, 47.51, 36.50, 56.79
2, 40000000, 4, 46.70, 34.07, 56.77
2, 40000000, 4, 47.00, 35.21, 55.90
2, 80000000, 4, 92.29, 69.63, 110.39
2, 80000000, 4, 92.99, 71.28, 111.77
2, 80000000, 4, 93.21, 72.47, 111.14
2, 160000000, 4, 187.03, 139.07, 226.28
2, 160000000, 4, 184.73, 138.40, 222.73
2, 160000000, 4, 187.24, 141.92, 224.39
2, 20000000, 8, 54.97, 40.03, 69.68
2, 20000000, 8, 54.25, 39.99, 67.28
2, 20000000, 8, 54.53, 38.84, 69.99
2, 40000000, 8, 108.48, 80.29, 136.57
2, 40000000, 8, 108.47, 79.25, 136.62
2, 40000000, 8, 109.78, 81.83, 137.26
2, 80000000, 8, 222.23, 152.02, 291.67
2, 80000000, 8, 219.00, 160.23, 276.77
2, 80000000, 8, 220.50, 159.54, 279.68
2, 160000000, 8, 439.24, 324.54, 552.91
2, 160000000, 8, 440.27, 327.82, 550.20
2, 160000000, 8, 438.19, 323.17, 551.48
2, 20000000, 16, 119.53, 85.12, 152.68
2, 20000000, 16, 120.98, 88.13, 153.54
2, 20000000, 16, 121.47, 88.55, 154.29
2, 40000000, 16, 241.53, 175.91, 306.37
2, 40000000, 16, 239.45, 171.93, 304.77
2, 40000000, 16, 239.28, 172.03, 305.43
2, 80000000, 16, 483.47, 350.46, 614.53
2, 80000000, 16, 483.78, 352.36, 612.13
2, 80000000, 16, 484.72, 348.59, 619.48
2, 160000000, 16, 966.25, 692.69, 1236.85
2, 160000000, 16, 968.23, 704.68, 1229.30
2, 160000000, 16, 970.77, 705.72, 1231.81
