8, 20000000, 2, 5.50, 7.02, 3.90
8, 20000000, 2, 5.46, 7.00, 3.89
8, 20000000, 2, 5.44, 6.98, 3.88
8, 40000000, 2, 11.53, 14.78, 8.23
8, 40000000, 2, 11.21, 13.86, 8.47
8, 40000000, 2, 11.32, 14.60, 8.00
8, 80000000, 2, 23.03, 29.12, 16.82
8, 80000000, 2, 22.50, 28.60, 16.30
8, 80000000, 2, 25.07, 32.12, 17.89
8, 160000000, 2, 44.66, 56.76, 32.38
8, 160000000, 2, 47.77, 61.05, 34.29
8, 160000000, 2, 47.14, 59.81, 34.29
8, 20000000, 4, 18.70, 38.80, 33.51
8, 20000000, 4, 15.76, 30.69, 30.33
8, 20000000, 4, 19.38, 39.84, 34.86
8, 40000000, 4, 38.17, 80.28, 67.53
8, 40000000, 4, 38.27, 79.40, 68.44
8, 40000000, 4, 38.32, 79.94, 68.45
8, 80000000, 4, 76.01, 158.15, 135.84
8, 80000000, 4, 75.92, 156.58, 136.57
8, 80000000, 4, 77.06, 161.55, 136.81
8, 160000000, 4, 156.61, 321.74, 281.94
8, 160000000, 4, 153.11, 315.50, 275.92
8, 160000000, 4, 148.95, 310.79, 266.08
8, 20000000, 8, 40.59, 96.34, 213.46
8, 20000000, 8, 45.51, 142.89, 193.03
8, 20000000, 8, 44.27, 139.58, 188.12
8, 40000000, 8, 88.86, 279.70, 375.85
8, 40000000, 8, 91.31, 287.67, 384.67
8, 40000000, 8, 94.15, 289.75, 403.12
8, 80000000, 8, 178.39, 558.04, 760.06
8, 80000000, 8, 187.64, 578.58, 801.12
8, 80000000, 8, 183.89, 571.26, 780.58
8, 160000000, 8, 373.15, 1156.81, 1591.06
8, 160000000, 8, 374.83, 1160.18, 1594.54
8, 160000000, 8, 364.87, 1129.61, 1570.44
8, 20000000, 16, 85.63, 294.11, 387.49
8, 20000000, 16, 91.39, 307.64, 419.68
8, 20000000, 16, 92.31, 307.16, 427.52
8, 40000000, 16, 174.62, 595.92, 794.04
8, 40000000, 16, 179.66, 604.44, 823.07
8, 40000000, 16, 179.78, 603.25, 825.57
8, 80000000, 16, 366.95, 1225.66, 1695.38
8, 80000000, 16, 362.46, 1222.59, 1661.93
8, 80000000, 16, 363.06, 1216.13, 1669.12
8, 160000000, 16, 711.79, 2421.89, 3237.83
8, 160000000, 16, 712.72, 2414.45, 3247.46
8, 160000000, 16, 695.27, 2378.12, 3156.22
