4, 20000000, 2, 1.64, 1.53, 1.41
4, 20000000, 2, 1.66, 1.51, 1.32
4, 20000000, 2, 1.56, 1.44, 1.32
4, 40000000, 2, 3.08, 2.63, 2.91
4, 40000000, 2, 3.21, 3.03, 2.75
4, 40000000, 2, 3.32, 2.96, 2.89
4, 80000000, 2, 7.26, 5.99, 6.35
4, 80000000, 2, 6.02, 5.96, 4.92
4, 80000000, 2, 7.09, 5.78, 6.27
4, 160000000, 2, 12.34, 11.38, 10.59
4, 160000000, 2, 13.70, 11.86, 11.73
4, 160000000, 2, 14.56, 12.50, 12.51
4, 20000000, 4, 9.09, 10.16, 19.80
4, 20000000, 4, 8.41, 8.31, 19.86
4, 20000000, 4, 9.18, 10.15, 19.89
4, 40000000, 4, 17.72, 19.36, 39.45
4, 40000000, 4, 17.97, 19.36, 39.94
4, 40000000, 4, 18.31, 20.18, 39.73
4, 80000000, 4, 35.01, 39.10, 77.31
4, 80000000, 4, 36.13, 39.38, 79.20
4, 80000000, 4, 39.03, 43.12, 83.05
4, 160000000, 4, 74.31, 79.43, 162.41
4, 160000000, 4, 54.84, 53.11, 143.73
4, 160000000, 4, 71.85, 78.74, 158.75
4, 20000000, 8, 19.98, 27.40, 50.57
4, 20000000, 8, 27.49, 27.52, 82.10
4, 20000000, 8, 27.88, 28.49, 82.69
4, 40000000, 8, 41.15, 55.43, 105.57
4, 40000000, 8, 41.00, 57.31, 103.42
4, 40000000, 8, 53.84, 55.31, 159.30
4, 80000000, 8, 84.72, 112.28, 218.06
4, 80000000, 8, 81.80, 108.46, 210.20
4, 80000000, 8, 79.18, 109.09, 200.47
4, 160000000, 8, 163.20, 225.49, 411.61
4, 160000000, 8, 163.95, 216.10, 424.05
4, 160000000, 8, 165.10, 224.11, 421.48
4, 20000000, 16, 37.84, 51.36, 99.85
4, 20000000, 16, 41.69, 56.48, 110.05
4, 20000000, 16, 42.32, 55.96, 113.19
4, 40000000, 16, 83.03, 109.33, 222.29
4, 40000000, 16, 83.79, 110.42, 224.51
4, 40000000, 16, 105.65, 107.79, 314.55
4, 80000000, 16, 160.65, 211.10, 430.98
4, 80000000, 16, 164.15, 218.87, 437.30
4, 80000000, 16, 166.28, 224.40, 439.80
4, 160000000, 16, 326.52, 431.74, 872.85
